ILMNGene_ProbeId,MBC_vs_CP_Up,MBC_vs_CP_Down,LBC_vs_CP_Up,LBC_vs_CP_Down,PTC209_Up,PTC_209_Down
SSH3_ILMN1755234,0,0,0,0,1,0
ST3GAL1_ILMN1683313,1,0,1,0,1,0
STAB1_ILMN1655987,1,0,0,0,1,0
STAT4_ILMN1785202,0,0,0,1,1,0
STAT6_ILMN1763198,1,0,1,0,1,0
STEAP3_ILMN2383349,0,1,0,1,0,1
STIL_ILMN2413650,0,1,0,1,0,1
STK40_ILMN2075927,0,0,1,0,1,0
STMN1_ILMN1657796,0,1,0,0,0,1
STS-1_ILMN1653856,0,0,1,0,0,1
STX3_ILMN1659544,1,0,1,0,1,0
STXBP6_ILMN1750912,0,0,0,1,1,0
STXBP6_ILMN2172969,0,1,0,1,1,0
SUSD1_ILMN1709750,0,0,0,1,0,1
SUSD3_ILMN1785570,0,0,1,0,0,1
SVOPL_ILMN1754555,0,0,0,1,0,1
SYTL3_ILMN1720623,0,0,0,0,1,0
TACSTD1_ILMN2160209,0,1,0,1,0,1
TACSTD1_ILMN2160210,0,1,0,1,0,1
TAGLN2_ILMN2090105,1,0,0,0,0,1
TAX1BP3_ILMN1803392,1,0,0,0,1,0
TBXA2R_ILMN1744251,0,0,1,0,0,1
TCTEX1D1_ILMN1751868,0,0,0,1,0,1
TECPR1_ILMN1767651,0,0,1,0,1,0
TEK_ILMN1751576,0,1,0,1,0,1
TEK_ILMN2066151,0,1,0,1,0,1
TFDP1_ILMN1661717,0,1,0,0,0,1
TFDP2_ILMN2116639,0,0,0,1,0,1
TFRC_ILMN1674243,0,1,0,1,0,1
TGFBR2_ILMN1726245,1,0,0,0,1,0
TGFBR2_ILMN2384241,1,0,0,0,1,0
TGIF1_ILMN2318638,0,0,0,0,1,0
TGIF1_ILMN2318643,0,0,0,0,1,0
THOC3_ILMN2415926,0,1,0,0,0,1
THOP1_ILMN1726659,0,1,0,0,0,1
TIMELESS_ILMN1735093,0,1,0,1,0,1
TIMP1_ILMN1711566,0,0,0,0,1,0
TIMP2_ILMN1721876,1,0,0,0,1,0
TIPARP_ILMN1765578,0,0,0,1,1,0
TK1_ILMN1806037,0,1,0,0,0,1
TLE4_ILMN2103761,1,0,1,0,1,0
TM4SF1_ILMN1770338,1,0,0,0,1,0
TM6SF1_ILMN1750961,0,0,0,0,1,0
TM7SF2_ILMN1690040,0,0,0,0,0,1
TMEM141_ILMN1774066,0,1,0,0,0,1
TMEM150A_ILMN2299612,1,0,1,0,1,0
TMEM154_ILMN1683494,1,0,1,0,1,0
TMEM154_ILMN2088124,1,0,1,0,1,0
TMEM170B_ILMN3236428,0,0,0,1,1,0
TMEM175_ILMN1654629,0,0,1,0,1,0
TMEM178_ILMN2104295,1,0,1,0,0,1
TMEM45A_ILMN2148913,0,0,0,0,0,1
TMEM51_ILMN1674985,1,0,0,0,1,0
TMEM97_ILMN1710962,0,1,0,1,0,1
TMEM98_ILMN1779182,0,1,0,1,0,1
TMOD1_ILMN1736911,0,1,0,1,0,1
TMSB10_ILMN1812392,0,0,1,0,0,1
TMSB15A_ILMN1681737,0,0,0,1,0,1
TMSL3_ILMN3240316,0,0,1,0,0,1
TNFAIP6_ILMN1785732,0,1,0,1,1,0
TNFRSF25_ILMN1765109,0,0,0,1,0,1
TNFRSF4_ILMN2112256,1,0,0,0,1,0
TNFSF14_ILMN2363392,0,0,0,0,1,0
TNFSF4_ILMN2089875,1,0,1,0,1,0
TNPO1_ILMN1837935,0,0,0,0,1,0
TP53INP1_ILMN1714108,0,0,1,0,1,0
TPI1_ILMN1707627,0,0,0,1,0,1
TPI1_ILMN2181191,0,0,0,1,0,1
TPM1_ILMN1716687,0,1,0,1,0,1
TPM1_ILMN2360710,0,1,0,1,0,1
TPM4_ILMN1653180,0,0,1,0,0,1
TPSAB1_ILMN1676256,0,0,0,1,0,1
TPSAB1_ILMN2169801,0,0,0,1,0,1
TPSB2_ILMN3243238,0,0,0,1,0,1
TPX2_ILMN1796949,0,1,0,1,0,1
TRIB1_ILMN1803811,1,0,0,0,0,1
TRIB3_ILMN1787815,0,0,0,0,1,0
TRIM22_ILMN1779252,1,0,1,0,1,0
TRIM26_ILMN1738704,0,0,0,0,1,0
TRIP13_ILMN1796589,0,1,0,0,0,1
TROAP_ILMN1700337,0,1,0,1,0,1
TRPC6_ILMN1656410,0,1,0,1,0,1
TSC22D2_ILMN1685574,0,0,0,1,1,0
TSC22D3_ILMN1748124,1,0,1,0,1,0
TSC22D3_ILMN2276952,1,0,0,0,1,0
TSC22D3_ILMN2376403,1,0,1,0,1,0
TSPAN13_ILMN2130525,1,0,1,0,0,1
TSPAN4_ILMN1718607,0,0,0,1,0,1
TSPAN7_ILMN1809291,1,0,1,0,0,1
TSPAN7_ILMN2120695,1,0,1,0,0,1
TSSC4_ILMN1802753,0,0,1,0,1,0
TST_ILMN1691572,0,1,0,0,0,1
TTC27_ILMN1757730,0,0,0,1,0,1
TTK_ILMN1788166,0,1,0,1,0,1
TUBA1A_ILMN1742981,0,0,0,0,0,1
TUBA1C_ILMN1742167,0,0,0,1,0,1
TUBA1C_ILMN3251341,0,0,0,1,0,1
TUBA4A_ILMN1784300,0,0,1,0,0,1
TUBAL3_ILMN1670385,0,1,0,1,0,1
TUBB_ILMN1665583,0,1,0,1,0,1
TUBB_ILMN2101885,0,0,0,1,0,1
TUBB1_ILMN1710280,0,0,0,1,0,1
TUBB2C_ILMN1780769,0,0,0,1,0,1
TUBB4Q_ILMN1750100,0,1,0,0,0,1
TWF2_ILMN1703305,1,0,0,0,1,0
TYMS_ILMN1806040,0,1,0,0,0,1
TYROBP_ILMN1778977,1,0,0,0,1,0
UBE2C_ILMN1714730,0,1,0,0,0,1
UBE2C_ILMN2301083,0,1,0,0,0,1
UBE2T_ILMN1711470,0,1,0,0,0,1
UBE2W_ILMN1717420,1,0,1,0,1,0
UHRF1_ILMN1786065,0,0,0,0,0,1
ULK1_ILMN1705144,1,0,0,0,1,0
UNG_ILMN1683120,0,1,0,1,0,1
UPP1_ILMN1798256,1,0,1,0,1,0
UQCRQ_ILMN1666471,0,1,0,0,0,1
VASH1_ILMN1796216,0,0,0,0,0,1
VCL_ILMN1795429,1,0,0,0,0,1
VEGFA_ILMN2375879,0,1,0,1,1,0
VEGFB_ILMN1722855,0,0,1,0,0,1
VIM_ILMN1782538,1,0,1,0,0,1
VIM_ILMN2058251,1,0,1,0,0,1
VRK1_ILMN1805828,0,1,0,1,0,1
VWA5A_ILMN1764769,0,0,0,1,1,0
WBP5_ILMN1679838,0,0,0,1,0,1
WBP5_ILMN2340935,0,0,0,1,0,1
WDR12_ILMN1770692,0,1,0,1,0,1
WDR51A_ILMN1780667,0,1,0,1,0,1
WDR90_ILMN1698185,0,1,0,0,0,1
WEE1_ILMN1778561,0,1,0,1,0,1
WFDC1_ILMN1660808,0,0,0,1,0,1
WSB1_ILMN1747759,1,0,0,0,0,1
XK_ILMN1759117,0,1,0,1,0,1
XRCC6BP1_ILMN1767481,0,0,0,1,0,1
XYLT1_ILMN1830462,1,0,1,0,1,0
YARS_ILMN1766010,0,0,0,1,1,0
YPEL3_ILMN1791147,1,0,1,0,1,0
YPEL5_ILMN1711069,1,0,0,0,1,0
ZBTB16_ILMN2402817,0,1,0,1,1,0
ZBTB46_ILMN1710092,1,0,0,0,1,0
ZC3H12A_ILMN1672295,0,0,0,1,1,0
ZCWPW1_ILMN1751963,0,0,0,0,1,0
ZFAND1_ILMN1730907,0,0,0,1,1,0
ZFAND5_ILMN1795228,0,0,0,0,1,0
ZFPM1_ILMN1651438,0,1,0,1,0,1
ZHX2_ILMN2184966,0,0,1,0,1,0
ZMIZ1_ILMN1771627,1,0,1,0,1,0
ZMYM3_ILMN1656316,0,0,0,1,0,1
ZMYND8_ILMN1652407,0,1,0,1,0,1
ZMYND8_ILMN2386179,0,1,0,1,0,1
ZNF167_ILMN1761409,0,0,0,1,1,0
ZNF521_ILMN2225548,0,0,0,1,1,0
ZWINT_ILMN2362545,0,1,0,0,0,1
ZWINT_ILMN2362549,0,1,0,0,0,1
